Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction,JobSatisfaction2,ConversionUSD
Taiwan,Male,26,Employed full-time,Technology,Master's degree,Computer Science,600000,TWD,Engineer,Fine,Python,No,10-25% of projects,3,3,0.0329
India,Male,29,Employed full-time,Technology,Master's degree,Mathematics or statistics,800000,INR,Software Developer/Software Engineer,Perfectly,Python,No,10-25% of projects,6,6,0.0154
United States,Male,28,Employed full-time,Retail,Master's degree,"Information technology, networking, or system administration",100000,USD,DBA/Database Engineer,Poorly,Python,No,100% of projects,4,4,1
India,Male,22,Employed full-time,Mix of fields,Bachelor's degree,Computer Science,400000,INR,Business Analyst,Perfectly,R,Sort of (Explain more),10-25% of projects,7,7,0.0154
Russia,Male,46,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,80000,RUB,Scientist/Researcher,Fine,R,Yes,26-50% of projects,8,8,0.0172
Germany,Female,30,Employed full-time,Other,Master's degree,Mathematics or statistics,50000,EUR,Data Analyst,Perfectly,C/C++/C#,Yes,51-75% of projects,9,9,1.1304
Germany,Male,26,Employed full-time,Military/Security,Bachelor's degree,Computer Science,44000,EUR,Computer Scientist,Poorly,Python,Yes,51-75% of projects,6,6,1.1304
Spain,Male,42,"Independent contractor, freelancer, or self-employed",Internet-based,Doctoral degree,Computer Science,50000,EUR,Software Developer/Software Engineer,Fine,Python,No,10-25% of projects,8,8,1.1304
India,Male,37,Employed full-time,Telecommunications,Master's degree,Computer Science,2600000,INR,Other,Fine,R,Sort of (Explain more),Less than 10% of projects,7,7,0.0154
Germany,Male,43,Employed full-time,Mix of fields,Doctoral degree,Physics,106000,EUR,Other,Fine,Python,No,Less than 10% of projects,7,7,1.1304
Taiwan,Male,28,Employed full-time,Telecommunications,Master's degree,Electrical Engineering,1500000,TWD,Other,Fine,Python,Yes,10-25% of projects,6,6,0.0329
South Africa,Female,28,Employed full-time,Manufacturing,Master's degree,Electrical Engineering,780723,ZAR,Machine Learning Engineer,Fine,Python,Yes,76-99% of projects,6,6,0.0753
United Kingdom,Male,45,Employed full-time,Other,Doctoral degree,Physics,60000,GBP,Predictive Modeler,Fine,R,Yes,26-50% of projects,6,6,1.289
Singapore,Male,40,Employed full-time,Government,Master's degree,Electrical Engineering,150000,SGD,Programmer,Fine,Python,No,10-25% of projects,7,7,0.7245
Australia,Female,32,Employed full-time,Financial,Master's degree,Computer Science,70000,AUD,Data Analyst,Fine,R,Yes,10-25% of projects,5,5,0.7669
Russia,Male,29,Employed full-time,Military/Security,Master's degree,Electrical Engineering,1100000,RUB,Scientist/Researcher,Fine,C/C++/C#,No,100% of projects,7,7,0.0172
India,Female,41,Employed full-time,Mix of fields,Master's degree,Engineering (non-computer focused),975000,INR,Software Developer/Software Engineer,Perfectly,Python,Yes,Less than 10% of projects,5,5,0.0154
People 's Republic of China,Male,30,Employed full-time,Internet-based,Doctoral degree,Computer Science,130000,CNY,Researcher,Fine,Python,Yes,76-99% of projects,8,8,0.148
United States,Male,48,Employed full-time,Insurance,Master's degree,Mathematics or statistics,175000,USD,Predictive Modeler,Perfectly,R,Sort of (Explain more),100% of projects,9,9,1
Brazil,Male,45,Employed full-time,Technology,Master's degree,Computer Science,180000,BRL,Machine Learning Engineer,Fine,R,Yes,76-99% of projects,9,9,0.3134
United States,Female,33,Employed full-time,Academic,Doctoral degree,Other,50000,USD,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),100% of projects,5,5,1
South Africa,Female,33,Employed full-time,Mix of fields,Bachelor's degree,Mathematics or statistics,228000,ZAR,Data Analyst,Fine,R,Sort of (Explain more),76-99% of projects,8,8,0.0753
South Africa,Male,33,Employed full-time,Manufacturing,Bachelor's degree,Engineering (non-computer focused),850000,ZAR,Other,Fine,R,Yes,76-99% of projects,3,3,0.0753
Germany,Male,24,Employed full-time,Internet-based,Bachelor's degree,Computer Science,50000,EUR,Software Developer/Software Engineer,Fine,SQL,Yes,10-25% of projects,7,7,1.1304
Canada,Male,39,Employed full-time,CRM/Marketing,Doctoral degree,Electrical Engineering,100000,CAD,Predictive Modeler,Poorly,Python,Yes,Less than 10% of projects,3,3,0.7713
Russia,Female,22,Employed full-time,Financial,Master's degree,Computer Science,1300000,RUB,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,10 - Highly Satisfied,10,0.0172
Russia,Male,33,Employed full-time,Internet-based,Master's degree,Physics,2000000,RUB,Other,Perfectly,Python,No,Less than 10% of projects,10 - Highly Satisfied,10,0.0172
Brazil,Male,29,Employed full-time,Academic,Doctoral degree,Computer Science,45000,BRL,Computer Scientist,Fine,Python,Yes,76-99% of projects,7,7,0.3134
Colombia,Male,35,Employed full-time,Academic,Master's degree,"Information technology, networking, or system administration",35000000,COP,Data Analyst,Fine,R,Sort of (Explain more),76-99% of projects,8,8,3e-4
Spain,Male,47,Employed full-time,Financial,Master's degree,Electrical Engineering,50000,EUR,Data Analyst,Perfectly,R,Yes,10-25% of projects,10 - Highly Satisfied,10,1.1304
United States,Female,26,Employed part-time,Academic,Master's degree,Psychology,20000,USD,Scientist/Researcher,Fine,Python,No,10-25% of projects,5,5,1
United States,Male,31,Employed full-time,Academic,Doctoral degree,Computer Science,94000,USD,Software Developer/Software Engineer,Fine,Python,Yes,76-99% of projects,8,8,1
United States,Male,56,Employed full-time,Government,Master's degree,Computer Science,96,USD,Programmer,Poorly,Python,Sort of (Explain more),51-75% of projects,3,3,1
United States,Male,51,Employed full-time,Technology,Master's degree,A social science,135000,USD,Software Developer/Software Engineer,Perfectly,R,No,100% of projects,7,7,1
United States,Male,30,Employed full-time,Other,Bachelor's degree,Computer Science,60000,USD,Data Analyst,Fine,Python,Sort of (Explain more),76-99% of projects,7,7,1
Mexico,Male,32,Employed full-time,Retail,Bachelor's degree,Mathematics or statistics,35000,MXN,Scientist/Researcher,Perfectly,R,Yes,Less than 10% of projects,10 - Highly Satisfied,10,0.053
France,Female,26,Employed full-time,Academic,Doctoral degree,Other,16000,EUR,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),100% of projects,5,5,1.1304
Brazil,Male,27,Employed full-time,Technology,Bachelor's degree,Other,45000,BRL,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),10-25% of projects,7,7,0.3134
United States,Male,36,Employed full-time,Government,Doctoral degree,Biology,100000,USD,Scientist/Researcher,Fine,R,Sort of (Explain more),76-99% of projects,1 - Highly Dissatisfied,1,1
People 's Republic of China,Female,26,Employed full-time,Financial,Master's degree,Physics,12000,CNY,Business Analyst,Fine,Python,No,100% of projects,3,3,0.148
Japan,Female,33,Employed full-time,CRM/Marketing,Master's degree,Computer Science,8000000,JPY,Machine Learning Engineer,Fine,R,Yes,26-50% of projects,5,5,0.0089
Taiwan,Male,23,Employed part-time,Government,Bachelor's degree,Computer Science,16000,TWD,Software Developer/Software Engineer,Fine,R,Sort of (Explain more),Less than 10% of projects,6,6,0.0329
United States,Male,31,Employed full-time,Other,Bachelor's degree,Engineering (non-computer focused),80000,USD,Data Analyst,Fine,SQL,No,51-75% of projects,5,5,1
Australia,Male,44,"Independent contractor, freelancer, or self-employed",Mix of fields,Bachelor's degree,Computer Science,160000,AUD,Other,Fine,Python,Yes,10-25% of projects,8,8,0.7669
Germany,Male,34,Employed full-time,Internet-based,Doctoral degree,Physics,55000,EUR,Data Analyst,Poorly,R,Yes,10-25% of projects,4,4,1.1304
India,Female,23,Employed full-time,Other,Bachelor's degree,Engineering (non-computer focused),624000,INR,Data Analyst,Perfectly,Python,Sort of (Explain more),76-99% of projects,3,3,0.0154
Australia,Male,37,Employed full-time,Internet-based,Doctoral degree,Computer Science,400000,USD,Software Developer/Software Engineer,Poorly,Python,Yes,10-25% of projects,9,9,1
Italy,Male,48,Employed full-time,Mix of fields,Master's degree,Physics,60000,EUR,DBA/Database Engineer,Poorly,Python,Sort of (Explain more),76-99% of projects,4,4,1.1304
Sweden,Male,41,Employed full-time,Technology,Master's degree,Computer Science,103000,USD,Software Developer/Software Engineer,Poorly,Python,Yes,76-99% of projects,7,7,1
United Kingdom,Male,28,Employed full-time,Other,Doctoral degree,Physics,38000,GBP,Machine Learning Engineer,Perfectly,Python,Yes,Less than 10% of projects,9,9,1.289
Norway,"Non-binary, genderqueer, or gender non-conforming",33,Employed full-time,Technology,Doctoral degree,Computer Science,75000,USD,Software Developer/Software Engineer,Fine,Python,Yes,51-75% of projects,10 - Highly Satisfied,10,1
Singapore,Male,25,Employed full-time,Telecommunications,Bachelor's degree,Mathematics or statistics,54000,SGD,Data Analyst,Poorly,Python,No,26-50% of projects,7,7,0.7245
United States,Male,38,Employed full-time,Insurance,Bachelor's degree,Computer Science,74000,USD,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),76-99% of projects,7,7,1
South Africa,Male,36,Employed full-time,Technology,Master's degree,Mathematics or statistics,250000,USD,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,8,8,1
United States,Male,30,Employed full-time,CRM/Marketing,Master's degree,Mathematics or statistics,62500,USD,Data Analyst,Fine,Python,No,Less than 10% of projects,8,8,1
United States,Male,37,Employed full-time,Non-profit,Bachelor's degree,A humanities discipline,120000,USD,Data Analyst,Fine,SQL,Sort of (Explain more),100% of projects,10 - Highly Satisfied,10,1
Brazil,Male,27,Employed full-time,Technology,Master's degree,Computer Science,80000,BRL,Computer Scientist,Fine,Python,Yes,26-50% of projects,8,8,0.3134
United States,Male,34,Employed full-time,Financial,Bachelor's degree,Engineering (non-computer focused),400000,USD,Machine Learning Engineer,Poorly,Python,Sort of (Explain more),100% of projects,8,8,1
United States,Male,43,Employed full-time,Academic,Doctoral degree,Other,150000,USD,Other,Perfectly,Scala,No,76-99% of projects,8,8,1
India,Male,34,Employed full-time,Technology,Master's degree,Computer Science,1500000,INR,Software Developer/Software Engineer,Fine,R,Yes,76-99% of projects,7,7,0.0154
Mexico,Male,42,Employed part-time,Academic,Master's degree,Electrical Engineering,250000,MXN,Researcher,Fine,R,Yes,51-75% of projects,8,8,0.053
United States,Male,52,Employed full-time,Mix of fields,Master's degree,Physics,150000,USD,Machine Learning Engineer,Fine,Python,Yes,Less than 10% of projects,9,9,1
Germany,Male,31,Employed full-time,Manufacturing,Master's degree,Engineering (non-computer focused),90000,CHF,Engineer,Perfectly,Python,No,10-25% of projects,7,7,1.0163
Colombia,Male,42,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),50000,USD,Scientist/Researcher,Fine,R,Sort of (Explain more),51-75% of projects,8,8,1
India,Male,30,"Independent contractor, freelancer, or self-employed",Academic,Master's degree,Computer Science,400000,INR,Researcher,Fine,Python,Sort of (Explain more),Less than 10% of projects,8,8,0.0154
India,Male,21,Employed full-time,Mix of fields,Bachelor's degree,Computer Science,0,INR,Programmer,Fine,R,No,None,5,5,0.0154
India,Male,48,Employed full-time,Technology,Master's degree,Electrical Engineering,150000,USD,Machine Learning Engineer,Poorly,Python,Yes,10-25% of projects,1 - Highly Dissatisfied,1,1
Ireland,Female,29,Employed full-time,Academic,Master's degree,Computer Science,18000,EUR,Researcher,Fine,Python,No,10-25% of projects,5,5,1.1304
Poland,Male,32,"Independent contractor, freelancer, or self-employed",Other,Master's degree,A humanities discipline,120000,PLN,Machine Learning Engineer,Fine,Haskell,Yes,Less than 10% of projects,10 - Highly Satisfied,10,0.2656
France,Male,43,Employed full-time,Telecommunications,Doctoral degree,Computer Science,40000,EUR,Machine Learning Engineer,Perfectly,Python,Yes,10-25% of projects,7,7,1.1304
Brazil,Male,33,Employed part-time,Government,Master's degree,Computer Science,57600,BRL,Machine Learning Engineer,Fine,Python,Sort of (Explain more),51-75% of projects,8,8,0.3134
Italy,Male,26,Employed full-time,Internet-based,Master's degree,Computer Science,36000,EUR,Machine Learning Engineer,Poorly,Other,Yes,Less than 10% of projects,5,5,1.1304
Brazil,Male,22,Employed full-time,Technology,Some college/university study without earning a bachelor's degree,Management information systems,39000,BRL,Business Analyst,Poorly,SQL,No,76-99% of projects,3,3,0.3134
India,Male,27,Employed part-time,Pharmaceutical,Bachelor's degree,Computer Science,300000,INR,Programmer,Poorly,Python,Yes,10-25% of projects,3,3,0.0154
Italy,Male,42,Employed full-time,Technology,Master's degree,Computer Science,38000,EUR,Software Developer/Software Engineer,Poorly,R,Sort of (Explain more),100% of projects,5,5,1.1304
India,Male,29,Employed full-time,Internet-based,Master's degree,Electrical Engineering,3000000,INR,Data Analyst,Fine,R,Sort of (Explain more),51-75% of projects,7,7,0.0154
Brazil,Male,36,Employed full-time,Government,Bachelor's degree,Mathematics or statistics,140000,BRL,Data Analyst,Poorly,R,Yes,100% of projects,7,7,0.3134
United States,Male,25,Employed full-time,Academic,Bachelor's degree,Biology,30000,USD,Scientist/Researcher,Perfectly,R,Yes,100% of projects,6,6,1
India,Male,24,Employed full-time,Mix of fields,Bachelor's degree,Engineering (non-computer focused),315000,INR,Machine Learning Engineer,Fine,Python,Sort of (Explain more),10-25% of projects,9,9,0.0154
Other,Male,35,Employed full-time,Technology,Doctoral degree,Computer Science,80000,USD,Computer Scientist,Fine,Python,Yes,76-99% of projects,9,9,1
France,Male,37,Employed full-time,Hospitality/Entertainment/Sports,Master's degree,Computer Science,50000,EUR,Software Developer/Software Engineer,Poorly,Python,Yes,100% of projects,1 - Highly Dissatisfied,1,1.1304
United States,Male,26,Employed full-time,Other,Master's degree,Computer Science,60000,USD,Data Analyst,Fine,R,No,51-75% of projects,5,5,1
France,Male,56,Employed full-time,Internet-based,Master's degree,Biology,95000,EUR,Software Developer/Software Engineer,Fine,Python,Yes,76-99% of projects,8,8,1.1304
United States,Female,47,Employed full-time,Other,Master's degree,Biology,72000,USD,Scientist/Researcher,Fine,Python,Sort of (Explain more),10-25% of projects,4,4,1
Canada,Male,28,Employed full-time,Academic,Master's degree,Engineering (non-computer focused),35000,CAD,Scientist/Researcher,Perfectly,R,Yes,76-99% of projects,6,6,0.7713
Italy,Male,28,Employed full-time,Academic,Master's degree,Biology,13000,EUR,Other,Fine,R,Sort of (Explain more),10-25% of projects,8,8,1.1304
United States,Male,31,Employed full-time,Technology,Master's degree,Computer Science,150000,USD,Software Developer/Software Engineer,Poorly,Python,Yes,51-75% of projects,1 - Highly Dissatisfied,1,1
People 's Republic of China,Male,22,"Independent contractor, freelancer, or self-employed",Retail,Bachelor's degree,Computer Science,20000,CNY,Computer Scientist,Perfectly,Python,Yes,76-99% of projects,2,2,0.148
Canada,Male,64,Employed full-time,Academic,Doctoral degree,A social science,90000,EUR,Scientist/Researcher,Fine,Python,Sort of (Explain more),51-75% of projects,10 - Highly Satisfied,10,1.1304
Ireland,Male,37,Employed full-time,Academic,Doctoral degree,Other,22000,EUR,Scientist/Researcher,Fine,Python,No,76-99% of projects,3,3,1.1304
